type,category,review,star
에어팟 1세대,품질,제품자체가 비싸니 어쩔수 없으나 품질은 맘에드네요,5
에어팟 1세대,품질,굿 퀄리티 굿 가격 이 가격에 에어팟을 살 수 있다는 기회 잘 잡았어요. 언제 살까 계속 고민만 하다가 질렀고 잘 받았습니다,5
에어팟 1세대,품질,최고입니다품질이 좋네요 추천합니다번창하세요,4
에어팟 1세대,품질,"배송도 빠르고 품질도 아주 맘에 듭니다
담에 또 이용할게요",5
에어팟 1세대,품질,감사합니다 배송도 빠르고 품질도 아주 맘에 듭니다 담에 또 이용할게요 오늘 담에 또 이용할게요 오늘,5
에어팟 1세대,품질,배송도 빠르고 품질도 좋습니다,5
에어팟 1세대,품질,"배송은 진짜 빠릅니다. 에어팟 기능도 만족하고요. 다만, 옵션으로 구매한 케이스 퀄리티는 정말 최악이네요. 구매 안 하는게 좋을 것 같네요. 케이스랑 딱 아다리가 맞는 것도 아니고 뭔가 허벌허벌하네요.",5
에어팟 1세대,품질,배송빨라요 아주빨라요 일단 품질도좋고 생각보다 훨신 만족스럽네요 에어팟 강추 모양새가 그닥 이쁘진않디만 정말 편하고 좋네요 굳,5
에어팟 1세대,품질,가격 품질 배송 모두 만족 합니다,5
에어팟 1세대,품질,배송도 빠르고 정품이라 품질도 좋네요!,5
에어팟 1세대,품질,배송도빠르고 품질도 좋아요,5
에어팟 1세대,품질,배송도 빠르고 제품 품질이 너무 좋아요선물용으로 하나 더 구매합니다!,5
에어팟 1세대,성능,"우선 결제방법 바꾼다고 주문이 꼬였는데도 융통성있게 잘 보내주셔서 너무 감사하고, 제품도 포장꼼꼼히 안전하게 잘도착했습니다. 그리고 다른 사이트보다 혜택이 많아서 싸게 구입할수있었습니다.

여자친구한테 선물로 사줬는데 너무 좋아하는 모습을 보니, 정말 잘샀다는 생각이 드는군요, 그리고 점심때 주문했는데 다음날 오전에 바로 받아서 깜짝놀랐습니다 너무 빠르네요.

물건상태나 bb 잘쓰고 다음에 또 주문하겠습니다. 하이마트 짱짱!!!",5
에어팟 1세대,성능,"즐겁게 사용하고 있어요 걸을때 시간 보내야 될때 일하면서 손이 자유롭지 않을때 여러 상황에서
잘 사용되더군요.수신감도 좋고요 많은 분들이 쓰는 이유가 있는 제품 배송도 주문 결제 후 1~2만에 안전하게 제 손에 들어왔네요ㅎㅎㅎ",5
에어팟 1세대,성능,"사용 후 이틀 뒤에 후기 남겨드립니다.솔직히 말씀드리자면 너무 좋습니다. 이어폰을 빼서 귀에 꽂자마자 아이폰과 연동되서 쓸 수 있는게 너무 편하고, 전화가 오면 두번 터치해서 통화가 되는 것도 너무 좋습니다. 통화음질 또한 잘 들리고 잘 전달됩니다. 조금 가격이 비싼게 흠이지만 기계 성능으로만 봐서는 정말 만족스럽습니다. 나중에 제 여친도 꼭 사주고 싶네요.",5
에어팟 1세대,성능,"갑자기 에어팟에 꽂혀가지고 여기저기 알아보다가 하이마트에서 파는걸 발견했는데 청구할인이랑 l포인트도 적립되고해서 나쁘지않은 금액으로 잘 산 것 같아요!ㅎㅎㅎ
배송도 빨라서 좋았구요 꼼꼼하게 잘 포장해서 주셔서 감사해요~! 에어팟은 성능도 좋고 잘 작동하구요 그냥 보기만해도 너무 귀엽고 예쁘네요ㅎㅎㅎ계속 끼고있고 싶어요~~ 착용샷도 괜찮고! 진짜 비싸서 고민 많이했는데 그만큼 만족감도 커서ㅋㅋㅋㅋ주변사람들한테도 추천중이에요!!ㅋㅋㅋ",5
에어팟 1세대,성능,디자인이야 두말 할것 없이 깔끔 그 자체예요. 얼핏보면 귀걸이 한것 처럼 보이기도 ㅋㅋ 기기상에는 작동 버튼이 없어 통화하거나 볼륨을 조절하거나 할때는 핸드폰으로 해야 하는 불편은 있지만 반응이 엄청 빠르고 통화 음질 아주 좋고 디자인이 예뻐 불편함은 패스 ㅋㅋ 무선이고 고정장치없이 귀에 꽂는 스타일이라 사람들하고 아주 쎄게 부딪히거나 하면 귀에서 이탈되어 조심할 필요성은 있어요....,5
에어팟 1세대,성능,"우선 결제방법 바꾼다고 주문이 꼬였는데도 융통성있게 잘 보내주셔서 너무 감사하고, 제품도 포장꼼꼼히 안전하게 잘도착했습니다. 그리고 다른 사이트보다 혜택이 많아서 싸게 구입할수있었습니다.

여자친구한테 선물로 사줬는데 너무 좋아하는 모습을 보니, 정말 잘샀다는 생각이 드는군요, 그리고 점심때 주문했는데 다음날 오전에 바로 받아서 깜짝놀랐습니다 너무 빠르네요.

물건상태나 bb 잘쓰고 다음에 또 주문하겠습니다. 하이마트 짱짱!!!",5
에어팟 1세대,성능,"하루만에 배송이 왔네요..배송 정말 빠르고요..제품도 깔끔하게 잘 왔네요..^^음질 좋고 페어링도 엄청 빠르고 좋네요..에어팟을 빠르게 두번 터치하면 선택한 기능(시리 실행, 음악 재생, 다음곡/이전곡 재생 등)이 실행이 되는데처음 몇번은 잘 안되다가 몇번 하니까 잘 인식되고 좋네요..(전 왼쪽은 음악 재생, 오른쪽은 다음곡 재생으로 셋팅했어요..^^ 시리는 걍 '시리야~~' 하고 부르면 실행되니까패스.......^^. 참..디폴트는 왼쪽/오른쪽 다 시리 실행으로 되어 있네요..)제품 아주 만족합니다...^^※ 참고> 두번 터치시 실행할 기능 선택은 페이링 후에 아이폰>설정>블루투스>에어팟에 들어가면 있어요..^^ (다 아실려나..;;;.ㅎㅎ)",5
에어팟 1세대,성능,"처음엔 비싸서 그냥 일반 이어팟으로 연명했었습니다.하지만, 잘 빠지고 선꼬이고, 불편한것이 이만저만이 아니고,충전할때는 노래도 못듣고 짜증나서 에어팟 구매 했는데너무 페어링 빠르고 음질도 좋네요 만족 스럽습니다.비싸게 주고샀지만, 비싼 갚어치를 하는 제품이네요 역시 애플.. 사고 후회절대 안합니다.",5
에어팟 1세대,성능,"제품 깔끔하고 성능 아주 좋습니다.
다만, 아이패드. 아이폰 왔다갔다 자동연결은 안되는 것 같아요. 애플 아이디가 같으면 먼저 작동시킨 기계로 따라가서 연결되면 더 좋을텐데 그 부분이 죠금 아쉽네요... 그 외엔 만족합니다.
음질도 유선 못지 않고, 통화도 아주 잘 됩니다.",5
에어팟 1세대,성능,"음질은 아무래도 유선보다는 약간은 떨어집니다. 하지만 애플 이어팟(유선)과 비교하면 저음부가 풍부해서 어느정도 음질을 보완했다는 생각이 드네요.연결은 매우 빠르고 편리합니다. 애플기기가 2대 이상일때 전환도 매우매우 빠른 점도 좋습니다. 여기에 에어팟을 귀에 착용하면 자동으로 인식하고, 귀에서 빼면 음악이 알아서 정지되는 것도 편하네요.또, 선이 없어져서 운동할때 엄청 편하고 귀에서 잘 안빠집니다. 단순한 음향기기를 구매했다는 관점에서 보면 실망스러울 수도 있는데(비슷한 가격대에 음질 더 좋은 유선 이어폰들이 있으니), 그런걸 떠나서 생활이 꽤 편리해진다는 점이 아주 좋아요.",5
에어팟 1세대,성능,오~ 배송은 3일만에 왔고 제조년도가 18.6월이라 넘 맘에 드네요 성능도 좋고 에어팟 불량 많다던데 잘 뽑은 느낌 들어 다행이에요! 연결도 잘되고 음질도 좋네요 좋은 상품 넘 감사합니다! 사은품으로 보내주신 미니언즈 방수팩도 넘 귀여워용 흑흑 잘쓰겠습니당,5
에어팟 1세대,성능,배송은 월요일저녁에 주문해서 목요일에 받았어요 생각보다 빨리받아볼수있었고요 박스안에 뽁뽁이에 싸서 왔네요 열어보니 완전 이뻐요 성능도 바로테스트해보니 너무 좋았어요 더 일찍 구매할걸 너무 고민하다 이제야 사게되었네요 강추예요!!! 좀 아쉬운점이 있다면은요 생활기스가 많이나네요 ㅜㅜ 맘이 아프네요케이스주문해서 넣어다녀야겠어요,4
에어팟 1세대,성능,시간 많이 걸릴꺼예상해서ㅠ맘 비웠는데 엄청 빨리와ㅏ서 좋아요 음질은 제가 막귀라 기존 아이폰 기본이어폰보다 좋은거 같고요 진짜 무선이 이렇게 편한건줄 몰랐어요...뚜껑열자마자 인식되고 귀에 넣으면 바로 확인음나와여 반응속도 진심좋아요,5
에어팟 1세대,성능,"중고나라에서 17만원 새제품 사기당할뻔하다가
환불받고, 프리스비에서 구매했습니다.
이틀만이 배송완료.
편의성이 굉장히 높아요
귀에 꽂으면 바로 페어링 한쪽만해도 바로 페얼링
둘중 한쪽만 빼면 정지.
, 케이스 넣어두면 충전...
굉장히 아주 굉장히",5
에어팟 1세대,성능,5프로 쿠폰 발급과 롯데 포인트 사용해서 나름적당한 가격에 구매한 것 같습니다. 배송은 주문한 날 바로 시작되서 빨리 받을 수 있었습니다. 역시 써보니 선이 없어 불편하지도 않고 이어팟보다 귀에 더 잘맞고 좋네요. 페어링도 빠른편이고 기계치인 저도 쉽게 쓸 수 있어 좋습니다. 감사합니다.,4
에어팟 1세대,성능,일단 빠른배송은 인정합니다!!비록 물품을 받고 사용시간은 얼마 안되지만 너무도 편리하네요..일단 무선이란게 너무 큰 메리트입니다.. 페어링도 빠르고..너무 간편합니다!!다만...단차가 좀 있는게 아쉽네요 이런거 예민한분들은 고민하시고 구매하셔야할꺼같아요 물론 단차라는게 큰건아니고..이어팟??과 비슷합니다 여튼 전 단차 상관없이 너무 편리해서 맘에드네요 굿굿,4
에어팟 1세대,성능,마침 각종 쿠폰 사용하여다른 곳보다 저렴하게 잘 구입했습니다.그래도 비싸긴 하지만요.기존에 사용했었는데 너무 좋아서선물하려고 재구입했습니다.보스 이어폰보다 성능이 훨씬 뛰어나네요.배송도 빠르구요.잘 사용하겠습니다.,5
에어팟 1세대,성능,아이폰 사용자여서 이어폰잭이 없어 충전과 이어팟을 같이 못 써서 매우 불편해 큰 맘 먹고 샀네요. 이어팟 줄 풀 때마다 가위로 자르고 싶었는데 에어팟은 신세계네요 ㅎㅎㅎ 다만 성능 대비 가성비가 너무 떨어지고 음질도 그닥 좋지도 않네요… 편의성은 단연 모든 블루투스 이어폰 중 최고입니다. 돈이 넘치는 분에게 추천합니다.,3
에어팟 1세대,성능,성능이 아주 좋습니다.,5
에어팟 1세대,성능,성능이좋대요배송도빨라요ㅎ,5
에어팟 1세대,성능,성능 짱 좋습니다.,5
에어팟 1세대,성능,배송 정말 빨라요..! 제품도 잘 받았고요!질문답변에서 보고 정품인거 믿고 주문했습니다. 블루투스 연결도 빠르고 첫 무선 이어폰 구매인데 조심히 잘 사용해 볼게요. 다른곳보다 더 저렴하게 살수있어서 너무 좋았어요!,5
에어팟 1세대,성능,최저가로 구매해서 좋아요! 음질 성능 단연 최고입니다^^,5
에어팟 1세대,성능,"디자인 심플, 성능 굿굿..",5
에어팟 1세대,성능,성능이 너무 좋아요 기대이상입니다,5
에어팟 1세대,성능,배송도 빠르고 성능도 너무 좋고 이쁩니다????,5
에어팟 1세대,성능,기대보다 성능좋네요 콩나물도 귀엽고 최근제조 마음에 들어요 다만 왼쪽에 마감이 미세하게 석연찮지만 제가 쓸고라 그냥 씁니다,5
에어팟 1세대,성능,배송도 빠르고 성능도 좋고 이쁩니다. 음질도 깨끗하고 색상도 좋고 케이스도 깜찍하니 매우 만족합니다.,5
에어팟 1세대,성능,성능좋아요 잘쓰고있어요,5
에어팟 1세대,성능,할인잘받아서 저렴하게 샀습니다. 성능이나 편의성도 매우좋아요. 매우 만족합니다.,5
에어팟 1세대,성능,내년 3월에 2세대 나올때까지 존버할까 살까 고민하던 찰나에 특가에 풀려서 운좋게 겟했네여. 성능은 뭐 말할 것도 없이 좋네요. 배송도 하루만에 오고 완전 추천합니다![G마켓 안드로이드 앱에서 작성],5
에어팟 1세대,성능,음량도 좋고 인식도 빠르며 매우깔끔해 좋습니다! 좋은 상품 감사드립니다!,5
에어팟 1세대,성능,아주 귀엽고 아담하고 편해서 좋아요. 배송비가 좀 비싸서 망설였지만 너무 예쁘고 성능도 좋아서 만족합니다.,5
에어팟 1세대,성능,"아주 좋아요
꼭 구매 하세요
성능 좋아요",5
에어팟 1세대,성능,예쁘고 성능좋고 만족이요,5
에어팟 1세대,성능,"인식도 빠르고 깔끔하니 좋습니다.단, 구매 전 한번 착용해보고 살 것을 추천드립니다.저 같은 경우는 귀에 잘 안 맞아서.. 귀에서 잘 빠지네요.",4
에어팟 1세대,성능,앙증맞고 귀엽네요. 성능 굿.,5
에어팟 1세대,성능,너무 좋아요!! 배송도 빠르고 성능도 좋아요!,5
에어팟 1세대,성능,성능이나 기능은 말할것도 없이 너무 좋네요ㅎㅎ,5
에어팟 1세대,성능,"배송, 포장, 성능 모두 굿입니다",5
에어팟 1세대,성능,배송이 아주 빠르고 에어팟 성능이 아주 좋아요 강추입니다.,5
에어팟 1세대,성능,착용감 좋구 페어링이 빠릅니다,5
에어팟 1세대,성능,"이벤트로 참여식 엘포인트 10000에, 사은품 10000 생각하면 2만원 할인 된 셈이라 엄청 득이네요... 성능도 좋고 생산은 올해 10월자 상품이고..
득템해서 기분이 좋습니다 ㅋㅋ",5
에어팟 1세대,성능,성능이 너무 좋고 생일선물로 사줬더니 너무 좋아해요,5
에어팟 1세대,성능,역시 좋으네요. 배송도 빨랐고 역시나 디자인도 성능도 아주만족스럽습니다.포장도 깔끔했고 만족스럽습니다.저렴하게 잘산것 같습니다. 많이파십쇼!!,5
에어팟 1세대,성능,"꼭 써보고 싶은 제품 이었습니다.
주변 지인들 상품평 듣고 써보는데..
성능 테스트 해보았더니..좋습니다.",4
에어팟 1세대,성능,명불허전!가격은 좀 비싸지만 성능 만족합니다.음질도 좋습니다.,5
에어팟 1세대,성능,에어팟 비싸서 저렴이 블투 이어폰 샀다가 두개 날려먹고 결국은 에어팟 샀어요ㅠ 그냥 처음부터 살걸... 페어링속도 빨라서 좋구여. 귀도 안아파요. 정말 돈이 안 아까워요ㅎ,5
에어팟 1세대,성능,"정말 배송빠르네요.
마치 준비하고있었다는듯이요.
성능은 말 안해도 최고입니다.",4
에어팟 1세대,성능,배송이 좀 느렸지만 받아보니 상품은 괜찮네요.고가품이라 하자있는거 올까봐 걱정 많이 했는데...성능도 디자인도 맘에듭니다.,5
에어팟 1세대,성능,"가격은 비싼편이지만 디자인 예쁘고 귀엽게 생겼네요!
성능도 좋은편이고 포장상태도 고급스럽게 되어있고 대체적으로 만족합니다.",4
에어팟 1세대,성능,"패드 구매하면서 아이팟도 써보고 싶어 구매했어요~
생각보다 아기자기한 사이즈에 놀랬고 작지만 성능도 좋네요 음악 잘들을게요",5
에어팟 1세대,성능,아름답네요 성능도 좋습니다,5
에어팟 1세대,성능,일요일 새벽에 주문해서 수요일 오후에 받았습니당 배송은 빨랐고 에어팟 열자마자 페어링 속도도 빨라요전 하자 없고 음질도 진짜 좋아요 ㅋㅋㅋㅋ후기보며 걱정 많았는데 좋아용,5
에어팟 1세대,성능,"경기도 거주하는데 저녁에 주문했는데 다음날 점심때쯤에 바로 오네요
그리고 제조일도 이번달꺼라 매우 안심되고 성능도 좋습니다",5
에어팟 1세대,성능,"살까말까 엄청 고민하다가 드디어 샀습니다
페어링도 빠르고 무엇보다 선이 없어서 편리하네요",5
에어팟 1세대,성능,"너무 좋네요
통화하거나 음악들을때 편하구요
귀에 넣거나 뺄때 인식이 잘 되서 좋고
순간 페어링도 빨라서 너무 편합니다",5
에어팟 1세대,성능,"너무 좋네요
통화하거나 음악들을때 편하구요
귀에 넣거나 뺄때 인식이 잘 되서 좋고
순간 페어링도 빨라서 너무 편합니다",5
에어팟 1세대,성능,"성능은 기대했던 만큼 좋았어요
잊어버릴 가능성이 있어서 그외에 악세사리 구매해야 해서 돈이 더 들었네요
하이마트에서 산게 인터넷 최저가 플러스 ㄹ롯데포인트 카드사 할인받아서 그나마 저렴ㅎ게 살 수 있었어요",4
에어팟 1세대,성능,"친지에게선물용으로애플에어팟구입했는데하이마트포인트를이용할수있어싸게구입했고제품성능이맘에들어요
특히기사님이배송과반품여부에대해
꼼꼼히친절하게응대해주셔서
기분이좋았습니다",5
에어팟 1세대,성능,"디자인, 성능 다 맘에 들어요! 최고입니다!",5
에어팟 1세대,성능,"정말 가지고싶은 저의 애플 최애제품이었는데
드디어 겟합니다^^ 아주 성능좋고 센스티브하네요~
많이파세요^^ 후회하진 않으실겁니다",5
에어팟 1세대,성능,이미 성능은 알고 있으니 배송 빨라서 좋습니다.,5
에어팟 1세대,성능,세상편해요ㅎ페어링도 빠르고 음질도 좋고배송만 빨랐으면 좋았을텐데 그만큼 주문이 많아서 또 연휴라서 오래걸렸나봐요,5
에어팟 1세대,성능,성능 굿 배송.. 아쉽,5
에어팟 1세대,성능,연말행사로 엘포인트 30프로 페이백 행사에 다른 제품과 구매했습니다. 성능은 말할것도 없구요 싸게 구햐서 아주 좋네요,5
에어팟 1세대,성능,에어팟 말로 듣던 에어팟써보면 그 진가가 나옵니다.블루투스 연결이 참 빠르네요.최고의 제품으로 느껴집니다.외곡없는 소리가 느껴지네요.약간의 저음 강조가 있지만서도 이정도면 맘에 쏙듭니다.,5
에어팟 1세대,성능,아이폰 전용이라 가격이 좀 나가지만 신랑이 써 보고 정말 잘들고 좋다고 하네요 성능 굿입니다,5
에어팟 1세대,성능,와 싸게 정말 구매 잘했어요 성능도 좋고 가격또한 착하네요 ^^ 구매하고 싶어서 여기 저기 찾다 착하게 판매하시는분이 있네요 감사합니다,5
에어팟 1세대,성능,에어팟 강추입니다!! 고민이신분들은 얼른 구매하세요!! 페어링도 빠르고 충전도 빠르고 사용하기 진짜 편리합니다^_^,5
에어팟 1세대,성능,"장점
예상보다 뛰어난 음질, 페어링 속도빠름

단점
자체 불륨조절 기능 없음",5
에어팟 1세대,성능,성능이나 다들 아실꺼고 배송이 너무 빨라 좋네요 ^^,5
에어팟 1세대,성능,역시 에어팟 이네요 멋있고 성능도 좋습니다.잘 사용할게요! 감사합니다.,5
에어팟 1세대,성능,"듣던대로 굉장히 편하네요.
애플기기간 페어링도 빠르고 쉽고요.
사용하기 너무 편합니다. 음질도 상당한 수준이고요.
가격은 조금 부담스럽긴 합니다.",5
에어팟 1세대,성능,배송도 빠르구 성능도 좋네요아이폰 8플러스 사면서 샀는데 만족해요,5
에어팟 1세대,성능,가격도 좋고..제품의 성능도 매우 좋네요,5
에어팟 1세대,성능,페어링이 빨라 편합니다,5
에어팟 1세대,성능,가격이 있어 고민고민하다 샀는데 역시 넘 편해요 사길잘한듯! 그런데 아이폰6라그런지 끊김현상 좀 있어요 사람많이지면 더더 주머니넣어도 더그렇그. ㅠㅠ감안하고 사셔야할듯 ! 어쨋든 편하긴해요~,5
에어팟 1세대,성능,신속히 도착 되었습니다. 예상보다 상품이 속히 도착되었습니다. 배송준비나 처리가 빠르게 진행이 되었습니다. 제품의 품질은 물론이고 성능과 디자인이 다른 것보다 우수하여 만족스럽습니다.,4
에어팟 1세대,성능,실물은 훨씬 더 작고 이쁘네요 성능도 마음에 들고 배송도 빨랐습니다 감사합니다,5
에어팟 1세대,성능,정말 알아본대로 성능 만족입니다 허나 분실이나 귀가 안맞다면 불호가 있겠네요,5
에어팟 1세대,성능,만족합니다 요즘 매일사용하고있는데충전하면서쓰기도 좋구요그리고 페어링 속도가 빠르네요 ㅋㅋㅋ좋아요 완전만족해요^^,5
에어팟 1세대,성능,무선 이어폰 편리합니다. 음질도 좋고 마이크 성능이 좋습니다. 배송은 엄청 빠르네요,5
에어팟 1세대,성능,깔끔하고 성능좋고 매우 만족하는 제품입니다.제 귀에는 잘 맞습니다.배송은 정확히 이틀 반나절 걸렸고..,5
에어팟 1세대,성능,"맘에 듭니다 디자인, 성능 모두 만족합니다",5
에어팟 1세대,성능,"오 품절 치고 생각보다 빠른 배송에 놀랐어요.
에어팟 처음 나왔을때 외관상으로만 보고 무시했는데 요런걸 가지고 작은 고추가 맵다 라는 말이 떠오를만큼 성능이 다양하고 좋아요.",5
에어팟 1세대,성능,배송 2주 걸린다고 해서 저렴하게 구입한 거 기다려보자 했는데 생각보다 일찍 왔네요. 에어팟 아이폰 쓰시는 분들에겐 필수품이 아닌가 싶습니다 연결도 빠르고 기능도 편하고 참 좋네요.,5
에어팟 1세대,성능,"아이폰,패드와 연결 빨라서 좋아요.착용시 불편함도 없구요.케이스로 충전 되는 것도 편하고 좋아요.",5
에어팟 1세대,성능,빠른 배송 / 재품상태 / 성능 만족합니다!!,5
에어팟 1세대,성능,이번에 쇼킹딜로 만족할만한 금액으로 구매했어요. 아이폰과 연동도 잘되고 특히 이어폰과 매번 페어링 할 필요없이 케이스에서 꺼내서 귀에 꽂기만 하면 되네요. 통화 감도도 좋고 대단히 만족해요,5
에어팟 1세대,성능,다른 블루투스 이어폰에 비해 끊기지 않고 수신감도가 좋은 게 괜찮네요. 애플스토어보다 가격이 비싼 게 흠이네요,4
에어팟 1세대,성능,음질좋구 페어링 간편하구 인식 빠르고 좋네여.,5
에어팟 1세대,성능,에어팟 드디어 써보네요 좋은 가격에 잘 샀고 이어폰 성능도 좋고 간편하고 좋아요 아이폰 쓰고 있어 호환도 잘되네요 무선이라 너무 편함,5
에어팟 1세대,성능,배송 진짜 빨리 왔네요. 이틀만에 받았어요. 일마존 복잡해서 11번가에서 구매했는데정품으로 잘 받았고. 충전량이 95%정도는 돼 있었네요. 바로 사용가능했습니다. 에어팟 자체의 성능도 좋아요,5
에어팟 1세대,성능,추천해여 완전 쩔어여 콩나물ㄴ낌없어여무조건 애플쓰는 사람은 구입해야할 에어팟 페어링도 빠르고 안드로이드 컴퓨터 할거없이 잘됩니다,5
에어팟 1세대,성능,성능좋아요~신랑 선물로 사 주었네요~만족,5
에어팟 1세대,성능,"예상대로 역시나 디자인 좋고 성능 좋고 음질도 좋네여
맘에 드는 제품입이다",5
에어팟 1세대,성능,기능이나 성능은 맘에 듭니다,4
에어팟 1세대,성능,디자인은 별로데 성능은 생각보다 괜찮음,3
에어팟 1세대,성능,싸게잘샀습니다 성능도좋습니다,5
에어팟 1세대,성능,"착용감도 좋고~ 선이 없어서 편하고 좋음
단 블루투스라 지하철에서 끊기는 현상이 발생함",5
에어팟 1세대,성능,빠른 배송과 더불어 좋은 성능 까지 대단히 만족 스럽습니다.,5
에어팟 1세대,성능,"생각하신 그대로 에어팟
성능좋고 가격비싸고",3
에어팟 1세대,성능,"상품자체는 나무랄점이없습니다. 블루투스, 이어폰 더블 터치 인식, 통화음질, 부착성 다 만족입니다. 다만 실리콘케이스는 꼭사세요. 그립감이 틀려요 ㅎ",5
에어팟 1세대,성능,성능은 말할것도 없이 좋고 배송도 생각보다 빨리왔네요,5
에어팟 1세대,성능,신랑이 사달라고 해서 최저가를 확인하던중 이곳에서 구입하게 되었네요.제일 저렴하게 구입한거 같구요.케이스부터 본체까지 너무 마음에 들고요.성능도 최상입니다.편하게 잘 사용할께요,5
에어팟 1세대,성능,감사합니다 배송진짜 빨라염 성능도 매우 좋구여 역시!,5
에어팟 1세대,성능,"생일 선물로 구매했는데 너무 기분이
좋아요 찾기 쉽지 않았었는데 이렇게 구매를 하게 되어서요 그리고 사용감이나 주위의 반응도 좋습니다",5
에어팟 1세대,성능,연결도 빠르고 배송도 빠르고 편의성 최강에 음질도 좋아요 진짜 사는거 후회 절대 안합니다!,5
에어팟 1세대,성능,"배송도 빠르고 이어폰 성능도 너무 좋았어요 ㅎㅎ
유선이어폰만 쓰다가 무선 블루투스 이어폰 쓰니까 너무 편하고 좋네요^^",5
에어팟 1세대,성능,좋은 상품 저렴하게 구매할 수 있어 너무 좋습니다. 배송도 빠르고 주위 반응도 모두 만족스럽네요. 번창하세요!,5
에어팟 1세대,기능,"같은 행사를 롯데 포인트에서도 하길래 고민했는데 하이마트가 좀 더 싸고 무이자 할부도 돼서 드디어 질렀어요~~~!
커널형 이어폰만 써와서 계속 고민하다가 싸게 나왔길래 엘 포인트 갖고 있던 거 탈탈 털어서 총 10만원 정도에 샀네요
엘포인트 안 썼어도 16만원 대로 사는 건데 일마존 보다 싸요~!
배송도 진짜 빠르게 왔고 받자 마자 뜯어서 오픈하니 페어링 바로 되고...
감동적인 콩나물입니다.
커널형이 아니라서 주위가 시끄러우면 볼륨을 많이 높여야하는게 단점이긴하지만 선이 없어서 넘나 편해요!!!!
귀 안 건드리면 절대 빠지지도 않습니다.
고민하시는 분들 그냥 빨리 지르세요
고민은 배송만 늦어지게 할 뿐....",5
에어팟 1세대,기능,"몇일전 다른 쇼핑몰에서 17만원대까지 내려갔으나 주문폭주로 배송이 4주까지 걸린다는 내용을 보고 몇만원 더 주고 빨리 받고 싶어서 찾아보니 19만원대에 판매하는 당일배송인 타메몰 제품을 찾았습니다 후기가 없어서 고민하던 중 우선 결제부터 했더니 바로 당일배송해주셔서 다음날에 잘 받아볼 수 있었어요 상품 기능 정상적으로 다 잘되구요 더블탭 기능이 처음엔 잘안됐으나 쓰다보니 인식이 잘돼서 너무 유용하게 쓰고 있네요 다음곡 기능 최고에요 애플의 소프트웨어 업데이트로 볼륨 업다운도 넣어주길 바래봅니다 다시 한번 빠른 배송과 좋은 상품 그리고 안전한 배송(든든한 에어캡포장)에 감사드립니다 다른분들 리뷰처럼 생활의 질이 올라간 기분 최고네요 추가적으로, 안드로이드 폰과의 궁합도 나쁘지 않습니다",5
에어팟 1세대,기능,주문하였던 제품을 잘 받았습니다. 예상보다 택배가 아주빨리 도착하여 매우 좋았습니다.가격대비하여 품질이 좋은것 같습니다.디자인이나 기능면에서도 괜찮은것 같아서 추천이 가능한 상품이라고 할수 있겠습니다. 잘 사용하도록 하겠습니다.수고하세요.,5
에어팟 1세대,기능,"많은 리뷰에서 높게 평가했듯이 동일 iCloud 계정을 공유한 디바이스들 사이의 연결성이 꽤 좋습니다. 디바이스와 의 첫 연결은 매우 심플하고 어찌보면 꽤 세련된 방식을 사용하고 있습니다. 충전기의 덮개를 열고 연결하고자하는 디바이스 근처로 가져가면 디바이스에서 바로 AirPod을 인식, 연결을 할 수 있으며, 초기 연결이 완료되면 앞서 이야기한 것처럼 동일 iCloud 계정을 공유하는 디바이스들(iPad, iPhone, Apple Watch, iPod Touch, Mac)의 AirPlay 항목에 자동으로 AirPod이 등록되어 쉽게 연결 디바이스를 옮겨 사용할 수 있습니다. 음질은 양호한 편이며 비슷한 시기에 출시된 비슷한 가격대의 PowerBeats 3 Wireless Earphones (애플의 자회사인 Beats 제품)보다 음질은 깔끔한 편이며, 애플에서 제작한 Apple In-ear Headphone처럼 . 일반 이어폰은 귀에 잘 걸리지 않아서 망설인 부분이 있었는데, 생각보다 귀에 잘 걸려 있으며, 인이어가 아님에도 베이스를 잘 유지해줍니다. 양 이어셋에는 버튼이 없는 깔끔한 디자인이며, 대신 상단 표면을 더블탭 해서 시리를 부르거나 음악 플레이 조작을 할 수 있습니다. 각 이어셋마다 다른 기능을 설정, 최대 2개의 기능을 설정해서 사용할 수 있습니다. 사용이 편리하지만 물리적인 볼륨 조작이 불가능하며, 오직 시리에게 명령해서 ('Turn volume to 25%', 'Turn up the volume' 등) 볼륨을 조작하는 방법밖에 없기 때문에 불편 요소로 작용합니다. 양 이어셋 중 하나라도 귀에서 빼면 음악은 멈추게 되는 부분은 마음에 들었습니다. 또한 발표에서도 지적했듯이 한 쪽 이어셋만 착용한 채 사용이 가능하기 때문에 가볍게 전화를 받는다거나 할 때 가볍게 사용할 수도 있었습니다. 착용했을 때 좀 웃겨보일 수는 있으나... 전체적으로 세련되며, 적당한 볼륨으로 캐주얼한 음악을 듣는 분들이라면 불만 없이 사용하실 수 있을 것으로 생각 됩니다. 볼륨 조작 등 몇 가지 단점은 존재하지만, 조작 역시 직관적이고 매끈하며, 무엇보다 디바이스에 연결하는 절차는 매우 세련되고 누구도 쉽게 사용할 수 있다는 생각이 들 정도였습니다. 단, 연결성은 애플 디바이스들에 한한 것이며, 안드로이드나 기타 장비에서의 연결은 테스트해보지 않아 쉽게 말씀을 드리기는 어려울 것 같습니다. 약간 가격이 높긴 하지만, 가격에 비해 , 강력히 추천드리고 싶습니다.",5
